ID,Sikayet Icerigi
55,"Gediz Elektrik'in 1 seneden beri internet sitesinde problem var. Birçok insan şikayetçi fakat çözüm bulmuyorlar. Bu ay yine ev faturasını yatırdım, iş yeri faturasını yatıramadım. Evin faturasını kabul ediyor, iş yerinin faturasını kabul etmiyor, hata veriyor. Bir haftadır bu sorun devam ediyor. İki taksit ödemeye zorluyorlar, komisyon almak için. Arıyorum, bana farklı metotlar sunuyorlar, sanki biz bilmiyoruz banka hesabından veya elden yatırmayı. Kredi kartıyla yatırmak istiyorum ben. İş yerimde nasıl kredi kartıyla ödeyenlerden komisyon almıyorsam, siz de almayacaksınız. Koca şirketsiniz, yakışıyor mu size? Bugün son gün ve ben yine elimdeki sınırlı sayıda parayla gidip vezneden yatırmak zorunda kalacağım, nakit olarak. CİMER'e ve Maliye Bakanlığı'na da şikayet edeceğim sizi. Sözleşme numaramız 800004927699."
56,"38 JR 852 İstanbul-Ankara seferi yapan 03/07/2024 01:20 Alibeyköy'den bindim. Araçta ne televizyon var ne de telefonumu şarj edecek bir aparat var. Aracın ne markası ne de hizmet olarak hiç memnun değilim. Siz firma olarak bu konularda nasıl bir sistem uyguluyorsunuz, anlamış değilim. Müşteri memnuniyeti bu mudur?"
57,Alembahis'te 30.000 TL yatırım yaptıktan sonra 70.000 TL olarak kazancımı çekmek istedim. Kural ihlali yapmışsınız tarama bahsi alamazsınız dediler fakat ben öyle bir şey yapmadım. Rulet lobisinde tek rakamlara bahis alımı yaparak kazanç elde ettim. 70.000 TL nin çevrilmesi gerekir çekim için dediler. Onu da yaptım 125300 TL oldu bakiyem. Çekim verdim gene red verildi bu sefer uyarı dikkate alınmadı diye bakiyeyi sildiler hesap askıya alındı dediler. Lisansa mail ilettim geri dönüş yok. Risk birimine mail atın dediler geri dönüş yok. Bu konuda yardımcı olabilecek var mı?
58,"Merhaba, Tiktak hesabım olmamasına rağmen herhangi bir onay veya kod alınmadan kartımdan harcama yapıldı. Hesabım bir tek arkadaşımda olmasına rağmen ona sorduğumda ben yapmadım dedi. Müşteri hizmetlerini aradığımda ise kart sahibine bilgi veremiyoruz, arabayı kiralayan kişiye bilgi verebiliriz deyip kapattı. Lütfen yardımlarınızı bekliyorum."
59,"Merhabalar, İzmir yönünden İstanbul istikametindeki Köfteci Yusuf ile ilgili yazıyorum. 03.07.2024 tarihinde saat 02:00'de ailem ile giriş yaptım. Dışarıda oturma yerinde oturduk, ancak dışarı servis yok denildi. Nedenini sorduğumda eleman sayısının az olduğu söylendi. Yalnız içeride 2 masa vardı ve ayakta 3 eleman bulunuyordu. İçeri oturup sipariş verdim. Sipariş alındıktan 5 dakika sonra mangalın kapalı olduğu bilgisi verildi. Bununla ilgili sizden bilgi rica ediyorum."
60,"Herabet sitesine 2 yıldır üyeyim. 40 defa yatırım yaptım, 40 defa kayıp bonus aldım. Bir ay içinde soruyorum, hayırdır diyorum. Efendim, şanssız dönemden geçiyorsunuz diyorlar. Ben bir aydır şanssız dönemden mi geçiyorum? Sadece sizin sitenizde yatırım yapacak arkadaşlara sesleniyorum: Bu siteye yatırım yapmayın. Sebebi açıkça ortada. Bir insan 40 defa yatırım yapıp 40 defa kayıp bonus alıyorsa, kusura bakmayın da bu şanstan başka bir şey değil."
61,2seans karşılığında 78bin tl ücret istediler 2seansta düzelir mi ki deyince sonrasında gene alabilirsiniz dediler. İşi ticari yöne çevirmişler. Başka bir şey demiyorum ki bana inandırıcı gelmedi. Yılların verdiği hasar 2seansta bitmez. İki ünlü çıkarmış şov yapıyor başka bir şey yok
62,Sizden evde internet aldığım için o kadar pişmanın ki her ay 3-4 gün net problemim mevcut her ay düzenli olarak bu net bağlantısı nasıl kesik olabilir. Beceremiyorsanız yapmayın. Bu işi yaklaşık 20 dakikadır müşteri temsilcinize bağlanmak için hatta bekliyorum. 6 aydır yaklaşık evde internet kullanıyorum 1 ayı internetim olmadan geçti. Hizmet vermediğiniz günlerin bile ücretini ödüyorum. Ya adam akıllı hizmet verin ya da biz beceremiyoruz bu işi deyip bu işi bırakın
63,"28 Haziran 2024 günü Gazipaşa'dan kalkmasını planladığımız uçuş önce değiştirildi sonra iptal edildi ondan sonra yeni bir uçuş verildi. Yaklaşık 6 saat beklemeden sonra biletimizi başka tarihle değiştirmek istedik. Ve 28 Haziran 2024 tarihinde yeniden düzenlenen gidiş dönüş biletimizin tarihini yanlış vermişler, dönüş uçağını 3 Temmuz yapmak yerine 3 hazirana vermişler."
64,Google Discord iznim dışında 3 Temmuz 2024 tarihi gece saat 01.03 ve 01.53 saatleri arasında yaklaşık 1300 TL paramı kartımdan çekmiştir. Gerekli mercilerin gerekeni yapmasını ve paramın iade edilmesini talep ediyorum. Aksi takdirde yasal haklarımı kullanacağım.
65,"Türk Hava Yolları Londra uçuşum 7 saatten fazla rötar yaptı. Havaalanında sabahladım. Tüm bu mağduriyetlerim için geri bildirimde bulundum ve bana dönüş Ajet uçuşuymuş, biz şirketleri ayırdık oldu. Ben biletimi sizden aldım. Siz kime sordunuz da Ajet ile uçurdunuz? Böyle bir olay görülmemiştir! Mağduriyette zirve!"
66,"27.06.2024 tarihinde Mopaş marketten Getir üzerinden sipariş verdim. Üç ürünüm gelmedi. Müşteri hizmetlerine ürünü istediğimi söylediğimde, ürünün teslim olamayacağını fakat çözüm merkezinin beni arayacağını söylediler. Fişimi de ilettim, ücret alındı ve fişe yansımış fakat bugün 6. gün ve kimse aramıyor. Her gün aradım, talep oluşturdum fakat çözüm merkezine ulaşamadım. Hem mağdur oldum hem de muhatap bulamıyorum! Üstelik daimi müşteriyim ki fark etmez de, neyse, ne olacak şimdi Getir çözüm merkezi, soruyorum size?!"
67,15.06.2024 tarihinde Garanti bankamatik kartımla Denizbank Bayrampaşa Hal Şubesi'nden para yatırmak isterken ATM sistemsel hata verip parayı yuttu. Aynı gün Garanti Bankası Esenler Atışalanı Şubesi'ne giderek dilekçe verdim ve 7 gün içerisinde paramın hesabıma yatırılacağı söylendi fakat aradan geçen yaklaşık 20 günde yatırılan bir şey olmadı.
68,"Betvole hesap kapatımımı yapmıyor. Betvole denen insanlar hesap kapatım işlemi yapmak istememe rağmen kapatım yapmıyorlar. Hesap kapatımı için 90 gün kuralı koymuşlar, giriş yapılmaması gerekliymiş. 90 gün girmememe rağmen hesabım kapatılmadı."
69,M**** A**** hesabından elbise aldım. Görseldeki rengiyle tamamen alakasız bir renk geldi. İade etmek için iletişime geçmeye çalıştım ve kesinlikle iletişim kuramadım. Sayfalarında belirtmiş oldukları gönderici koduyla ürünü gönderdim. Hala iade konusunda bir dönüş alamadım. Hediye olarak almıştım ve tekrar başka bir hediye alabilmem için iademin bir an önce gerçekleşmesini talep ediyorum.
70,Kartıma uygulama üzerinden yükleme yaptım ama bakiyeme yansımadı. Yüklenen miktara beklenen e-dolum diyor. Kaç kere yeniledim ama hala aynı. Saatlerdir bu şekilde duruyor. Sebebi nedir? Neden böyle oluyor ya da bu şekilde kartımı kullanabilir miyim? Yardımcı olur musunuz lütfen.
71,"Ben Türk Telekom mobil faturalı hattı müşterisiyim. Telefon numaram 0539***3609. Normalde her ay faturam 160 lira ve hatta daha düşük seviyede gelmesi gerekirken, her ay benden 300 TL ve üstü ücret ödemem isteniyor. Lütfen bunun için gereği yapılsın. (Eklediğim fotoğrafta önceki aylarda ödemiş olduğum faturalar bulunmaktadır.)"
72,TurkNet Youtube.com bağlantı sorunları ve giriş yapılmıyor. Kaç gündür Youtube.com'a giriş yapamıyorum. Bağlantı sorunları devam ediyor. Sorunun çözülmemesi durumunda farklı bir sağlayıcıya geçiş işlemi yapacağım. Sorunumun bir an önce çözüme kavuşturulmasını istiyorum.
73,"Kargom gecikti, mağdurum. Aynı şekilde bu yüzden Trendyol firmasından da bu konuda şikayetçiyim. Kanuni yollara başvuracağım. Yarın hemen tüketici hakem heyetinden yardım isteyeceğim. Sendeo firması her zaman gayri ciddi çalışıyor. Daha önce de aynı sorunu bu firmayla defalarca yaşadım. Eğer Trendyol firmasının Sendeo kargosuyla çalıştığını bilseydim, alışveriş yapmazdım. Bundan sonra nerede Sendeo Kargo varsa ben yokum."
74,Instagram sayfasından üye oldum. Yönlendirildiğim sayfada soruları cevapladıktan sonra planınız hazır ödeme seçiniz butonu çıktı. Sonar 2 ay kullandım. Ve başkada kullanmadım. Bir an hesabımdan para çekildiğini be uygulamayı kullanmama rağmen çekildiğini fark ettim Allah biliyor kaç aydır böyle çekiliyor. Derhal paramı iade etmesini talep ediyorum. Lütfen yardımcı olun yaklaşık şu an 936 TL çekildi ve şu an mağdurum 😔lütfen yardımcı olun
75,"Emirdağ-İzmir bileti aldık fakat otobüs almadan yoluna devam etti. Şaka gibi, başka bir şey değil. Obilet üzerinden aldık ama yazıhane kaptana bilgi vermediği için bizi almamış, yolda kaldık. Bir daha asla Erova için bilet almam. Obilet üzerinden iletişime geçip şikayette bulundum."
76,Premium 3 günlük ücretsiz deneyim hakkımı önceden kullandığımı fark etmemişim. Bilmediğim için kabul ettim fakat bu aboneliğimi kullanmak istemiyorum. Aboneliğimi de iptal ettim. Ücretimin en kısa zamanda hesabıma geri yatırılmasını talep ediyorum. Teşekkür ederim anlayışınız için.
77,"Şu faturası her zaman en fazla 190 TL gelirken, bu ay 545 TL gelmiş. Evde o kadar su tüketmiyoruz, bu ay 2 katı gelmiş. Şikayetim bu yüzden. ASKİ'yi arıyorum, sinyal veriyorlar. Kullanmadığım halde bu kadar geliyorsa, kullansak ne kadar gelir acaba? Ne yapmalıyım acaba?"
78,"02.07.2024 saat 22.00'de Konya'dan 17. perondan Lüks Ereğli firmalı araca bindim. Aracın bagajı boş olmasına rağmen, eşyam çok diye benden para teklifi yapıp fahiş bir bütçe istenmiştir. Bilet param kadar ödeme yaptım. Hakkı var mıdır? Görselde dekont bilgisi yer almaktadır."
79,"Brandy's adlı siteden 3.679,20 TL'ye bir Polo yaka t-shirt aldık. Aldığımız tarih 14.06.2024. 20 gün geçmesine rağmen ürünümüz teslim edilmedi. Doğum günü için almıştık, her şey site yüzünden rezil oldu. Hediyemizi bile veremedik. Ürünün gelip gelmeyeceği bile muamma. Söz konusu siteden ürün aldığıma pişman oldum."
80,"02/07/2024 tarihinde bilgim dışında 259 TL para çekimi gerçekleşti. İadesini istiyorum. Böyle bir üyeliğim olmamasına rağmen, bu neden ve nasıl yapılıyor? Hesabımı bir süreliğine kapatmak zorunda kaldım. Bu nasıl bir saçmalıktır? Güvenli bir yer kalmadı mı? Banka hesaplarına giriş engellenmeli bence."
81,18.000 TL Yapı Kredi Bankası'na talimat verdim. Sistem de onaylandı diyor ama ne yazık ki param hala yatmadı. Eğer param yatmazsa bir daha bu siteden oynamayacağım ve hiçbir tanıdığıma da oynatmayacağım. Ben bu kadar saçma bir site görmedim. Paramı yatırmanızı istiyorum.
82,"28.06.2024 tarihinde almış olduğum perde, PTT Kargo firmasına teslim edildi. 3.07.2024 tarihinde ürün hala yolda görünüyor. Arıyoruz, belli olmadığı söyleniyor. Getirilecek deniliyor. PTT'nin bu kadar gecikme yaşamasının nedenini bilemiyoruz ama tam bir hayal kırıklığı oldu. Artık PTT anlaşmalı yerlerden ürün almayacağım. Bir haftada ürün mü gelir Çanakkale'den Ankara'ya?"
83,Metro turizmin 23 Haziran pazar 2024 tarihli Edremit- Edirne güzergahlı otobüs seferine 2 adet koltuk satın aldım. Sefer firma tarafından iptal edildi. 2 koltuğun ücreti ise 13 gündür bankama iade edilmedi. Bankam ile iletişime geçtiğimde ise bana herhangi bir iadenin mevcut olmadığı söylendi. Gereğinin yapılmasını arz ederim.
84,"Yatak odası ve Koltuk takımını mağazada almak niyeti ile konuşurken verilen günlere uyulmadığı gibi teslim gününü ve saatini konuştuğumuz şekilde yapmayarak beni 3 hastamın seansını son dakika iptal etmek zorunda bıraktılar. Yatağın ışıklandırması arızalı geldi bana koltuklarınızı getiren kişi yapacak dediler. Özür dilerken bile suçlayıcı yaklaşımla İstanbul trafiği dediler. Oysa bana pazar özel araçla (nakliye ücretini ek almışlardı) gönderme sözü verdiklerini yoksaydılar. Koltuklarım ise yine geç geldi ve tekli koltuğum yanlış renkte geldi. Artı l koltuğun köşe parçası diğerlerinden çok yumuşak. Oturunca kot farkı oluşuyor. Video çektim gönderdim. ""Bizim buradaki ürün de böyle, bu l koltukların adeti böyle dediler. Bilir kişilerle henüz konuşmadım bu bilgi ne kadar doğru öğreneceğim elbette. Bayramdan hemen sonra doğru rengi teslim ederiz dediler. Haber gelmeyince ben aradım. Kendimi adımla tanıtmak istediğimde azarlar gibi Tamam tanıyorum dedi ve ""konu neydi buyurun"" diye sorunca sinirlendim. Madem müşteriyi tanıyorsun üç ay önce ödemesini yaptığı koltuk takımının berjerinin göndermediğini neden bilmiyorsun, dedim. Çok müşterimiz var nereden bilelim, şekilde bir cümle kurdu ilgili kişi. Yani ben aramasam demek ki bu ürünü kendileri takip edip bana gönderecekleri bir müşteri kayıt ları yok firmanın. Koltuklar geldiğinde yatağın ışığına bakacak kişi baktı. Yaptım dedi o gittikten sonra kabloya dokunduğun anda ışık sistemi çalışmıyor. Kaç hafta oldu artık sayamıyorum. Ne yatağın ışıklarına çözüm ürettiler neden bayramdan sonra doğru berjer bana ulaştı. Satışı yapma süresince konuştuğum kişiye 3 gün önce WhatsApp üzerinden yazdığımda bana ""burası Mağaza değil"" dedi. Ürünü satana kadar Mağaza idi o telefon artık değil. Verdiği numarayı aradığım kişi de müşteri memnuniyetsizliğimi zerre kadar umursamadı. Sizi şikayet etmekten başka şans bırakmadınız deyip telefonu kapattım kızarak. Bu firmayla alışveriş yapacağınız zaman satış öncesi ve satış sonrası iki farklı muamele görme ihtimalini göz önüne alın, diye paylaşıyorum deneyimimi."
85,"Antalya'dan Alanya'ya gitmek için Enuygun'dan bilet aldım, Alanyalılar Turizm'den fakat sabah otobüs sefer saatinde gelmedi. Arıza çıkmış yolda, geç gelineceğini söylediler. Bileti iptal edeceklerini, iade yapacaklarını ve başka bilet almamı istediler. Öyle yaptık fakat iademi yapmadılar. Neredeyse 1 ay oldu. Sefer gerçekleştirilmiş gözüküyor, mağdurum."
86,"İyi akşamlar, bu benim idi. Her oynadığım elde kaybediyorum. Bir el gelse on el kaybederim, bana el gelmiyor. Hangi elde oynarsam oynayayım yine gelmiyor, kaybediyorum. Ben de sıkıldım, el gelmeyince nasıl oynayacağım bilmiyorum. Hangi yolu denesem yine gelmiyor, 16 milyondan düştüm."
87,26/06 tarihinde bir sipariş verdim ama ürün elime ulaşmadığı halde şu an teslim edildi yazıyor. Teslim edildi bildirimi 01/07 tarihinde saat 10 civarında geldi o saatte kargolar bile çalışmıyor. Böyle unlu ve bu kadar tercih edilen bir mağazada nasıl böyle bir hata yaşanıyor anlamıyorum.
88,"İstanbul Üniversitesi AUZEF'te okumaktayım. Güz döneminden kalma 2 adet kaldığım dersi vermem gerekiyor, fakat AUZEF'te yaz okulu bulunmadığı ve başka okulların yaz okulu programına katılınabileceği söylendi. AUZEF yetkilileri dahil kimseden bir yardım alamıyorum. Bu konu hakkında yetkililerin yardımcı olmasını rica ediyorum."
89,Elazığ'da faaliyet gösteren şehir dışına günde yaklaşık 200 adet kargo gönderen bir firmayız. Sekiz senedir Yurtiçi Kargo ile çalıştık bir aylığına MNG Kargo GO'ya geçelim dedik MNG Kargo ile yaptığımız anlaşma doğrultusunda kapıda ödemeli giden kargolarımızın bizlere gelmesi durumunda kargo ücretinin geri dönüş ücreti %50 olarak yansıtılacağı üzerine anlaşmamız yapıldı. İki haftada yaklaşık 2000 adet kargo gönderdik ve bu kargoların yaklaşık 200-250 tanesini MNG Kargo patlattığı için bizlere geri iade geldi. Fakat geri iade kargolarda anlaşmamız %50 olmasına rağmen geri iade gelen kargoların tamamı gittiği fiyattan yani %100 ücretlendirildi. Tam bir aydır bu konu ile ilgili Elazığ kurumsal şube ve Diyarbakır bölge ile iletişime geçmeme rağmen sürekli olarak oyalanmaktayım. Yaklaşık olarak 20.000 TL paramın üzerine yatıldı. Bu konu ile ilgili şahsıma acil dönüş beklemekteyim. Umut Ahmet B****... Saygılarımla
90,"İlk önce WhatsApp üzerinden, video izleyerek para kazanma teklifi sunulan bir mesaj aldım. İşi denemek istediğimi söyledim ve Telegram'a yönlendirildim. Imdb de videoları izleme görevi verildi. Görev başına 20 TL verildi. Video başına 100 TL almak istiyorsam 3 adet ön ödemeli görevler yapmam gerekiyormuş. İkisini tamamladım ve yatırdığım parayı 10 dakika içerisinde kârıyla birlikte hesabıma yatırdılar. Sadece onar saniye fragmanı izleyerek para kazanmanın heyecanıyla o anda fark edemediğim asıl tehlikeli nokta şu :bana yaptıkları her ödeme sonrası dekontu göndermemi istediler ve bunu telegramdaki çalışma grubunda da paylaştılar. İstenen IBAN bilgilerimle ilgili yaşanabilecek yanıltma riskine karşı, rızam olmadan adıma yapılacak herhangi bir işlem, borçlanma, alım-satımlardan kesinlikle sorumlu olmadığımı buradan beyan ediyorum. Kişisel verilerimi koruyamayan WhatsApp Telegram uygulamasının başıma gelebilecek olaylardan sorumlu olduğunu düşünüyorum. Bu nedenle, IBAN'ım ve isim soy isim dahil dekontlarda yazan diğer tüm kişisel bilgilerimin başkalarıyla paylaşılmasından dolayı üzerime borç yüklenmesinden kesinlikle sorumlu değilim. Ayrıca, benim iznim ve imzam olmadan benim ya da ailem adına yapılan hiçbir bankacılık işlemini veya diğer işlemleri kabul etmediğimi beyan ederim."
